museum_id,object_id,image_url,http_ok,status_code,content_type,local_file_ok,valid
2,49859,"https://nrs.harvard.edu/urn-3:huam:COIN13940_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49860,"https://nrs.harvard.edu/urn-3:huam:COIN13963_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49861,"https://nrs.harvard.edu/urn-3:huam:COIN13964_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50060,"https://nrs.harvard.edu/urn-3:huam:COIN13881_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50061,"https://nrs.harvard.edu/urn-3:huam:COIN13882_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50062,"https://nrs.harvard.edu/urn-3:huam:COIN19328_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50063,"https://nrs.harvard.edu/urn-3:huam:COIN19329_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50064,"https://nrs.harvard.edu/urn-3:huam:COIN13907_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50065,"https://nrs.harvard.edu/urn-3:huam:COIN13908_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50066,"https://nrs.harvard.edu/urn-3:huam:COIN13909_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50067,"https://nrs.harvard.edu/urn-3:huam:COIN13910_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50068,"https://nrs.harvard.edu/urn-3:huam:COIN13911_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50069,"https://nrs.harvard.edu/urn-3:huam:COIN13912_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50070,"https://nrs.harvard.edu/urn-3:huam:COIN13915_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50071,"https://nrs.harvard.edu/urn-3:huam:COIN13916_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50072,"https://nrs.harvard.edu/urn-3:huam:COIN13919_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50110,"https://nrs.harvard.edu/urn-3:huam:COIN13920_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50111,"https://nrs.harvard.edu/urn-3:huam:COIN13945_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50112,"https://nrs.harvard.edu/urn-3:huam:COIN13946_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
