from,relation,to
entity:artifact:1:ld1-1643390182193-1643390187786-0,dimensions,10.5 x 5.6 cm
entity:artifact:1:ld1-1643390182193-1643390187786-1,dimensions,22.8 x 2.1 cm
entity:artifact:1:ld1-1643390182193-1643390187788-0,dimensions,9.4 x 1 cm
entity:artifact:1:ld1-1643390182193-1643390187789-0,dimensions,16.4 x 1.3 cm
entity:artifact:1:ld1-1643390182193-1643390187790-0,dimensions,9.2 x 1.2 cm
entity:artifact:1:ld1-1643390182193-1643390187790-1,dimensions,18.8 x 1.1 cm
entity:artifact:1:ld1-1643390182193-1643390187791-0,dimensions,6.9 x 0.7 cm
entity:artifact:1:ld1-1643390182193-1643390187793-0,dimensions,16.7 x 1.1 cm
entity:artifact:1:ld1-1643390182193-1643390187797-0,dimensions,21.9 x 1.4 cm
entity:artifact:1:ld1-1643390182193-1643390187798-0,dimensions,14.8 x 1 cm
entity:artifact:1:ld1-1643390182193-1643390187800-0,dimensions,11.5 x 1.2 cm
entity:artifact:1:ld1-1643390182193-1643390187801-0,dimensions,14 x 1.2 cm
entity:artifact:1:ld1-1643390182193-1643390187801-1,dimensions,13.3 x 1.2 cm
entity:artifact:1:ld1-1643390182193-1643390187802-0,dimensions,29.3 x 13.2 x 7.4 cm
entity:artifact:1:ld1-1643390182193-1643390187810-0,dimensions,13.8 x 13.4 x 6.1 cm
entity:artifact:1:ld1-1643390182193-1643390187812-0,dimensions,24.7 x 9.2 cm
entity:artifact:1:ld1-1643390182193-1643390187815-0,dimensions,10 x 6.3 cm
entity:artifact:1:ld1-1643390182193-1643390187816-1,dimensions,25.9 x 7.4 cm
entity:artifact:1:ld1-1643390182193-1643390187817-0,dimensions,25.3 x 6 cm
entity:artifact:1:ld1-1643390182193-1643390187818-0,dimensions,10.8 x 4.9 cm
entity:artifact:1:ld1-1643390182193-1643390187821-1,dimensions,2.8 x 7.7 x 2.6 cm
entity:artifact:1:ld1-1643390182193-1643390187828-0,dimensions,25.9 x 21 cm
entity:artifact:1:ld1-1643390182193-1643390187832-0,dimensions,24.8 x 24.2 cm
entity:artifact:1:ld1-1643390182193-1643390187833-0,dimensions,33.9 x 69.7 cm
entity:artifact:1:ld1-1643390182193-1643390187834-0,dimensions,26.9 x 28.1 cm
entity:artifact:1:ld1-1643390182193-1643390187835-0,dimensions,33.9 x 69.7 cm
entity:artifact:1:ld1-1643390182193-1643390187835-1,dimensions,33.9 x 69.7 cm
entity:artifact:1:ld1-1643390182193-1643390187836-0,dimensions,25.1 x 25.9 cm
entity:artifact:1:ld1-1643390182193-1643390187859-0,dimensions,45.6 x 36.7 cm
entity:artifact:1:ld1-1643390182193-1643390187870-0,dimensions,24.6 x 26 cm
entity:artifact:1:ld1-1643390182193-1643390187871-0,dimensions,25.4 x 30.8 cm
entity:artifact:1:ld1-1643390182193-1643390187873-0,dimensions,26.1 x 30.4 cm
entity:artifact:1:ld1-1643390182193-1643390187874-1,dimensions,25.3 x 26.9 cm
entity:artifact:1:ld1-1643390182193-1643390187875-0,dimensions,24.3 x 25.2 cm
entity:artifact:1:ld1-1643390182193-1643390187876-0,dimensions,29.5 x 31.8 cm
entity:artifact:1:ld1-1643390182193-1643390187880-0,dimensions,25.8 x 27.6 cm
entity:artifact:1:ld1-1643390182193-1643390187880-1,dimensions,25.6 x 20.6 cm
entity:artifact:1:ld1-1643390182193-1643390187881-0,dimensions,30 x 28.5 cm
entity:artifact:1:ld1-1643390182193-1643390187882-0,dimensions,23.9 x 24.1 cm
entity:artifact:1:ld1-1643390182193-1643390187883-0,dimensions,22.5 x 24.2 cm
entity:artifact:1:ld1-1643390182193-1643390187884-0,dimensions,24 x 26.4 cm
entity:artifact:1:ld1-1643390182193-1643390187885-0,dimensions,21.6 x 22.3 cm
entity:artifact:1:ld1-1643390182193-1643390187886-0,dimensions,28.2 x 19.8 cm
entity:artifact:1:ld1-1643390182193-1643390187906-0,dimensions,25.9 x 20.9 cm
entity:artifact:1:ld1-1643390182193-1643390187914-0,dimensions,34.9 x 60.5 cm
entity:artifact:1:ld1-1643390182193-1643390187914-1,dimensions,31.5 x 31.5 cm
entity:artifact:1:ld1-1643390182193-1643390187921-1,dimensions,39.5 x 34.2 cm
entity:artifact:1:ld1-1643390182193-1643390187924-0,dimensions,40.5 x 34.3 cm
entity:artifact:1:ld1-1643390182193-1643390187928-1,dimensions,27.2 x 37 cm
entity:artifact:1:ld1-1643390182193-1643390187935-0,dimensions,22.8 x 255 cm
entity:artifact:1:ld1-1643390182193-1643390187938-0,dimensions,50.9 x 184.2 cm
entity:artifact:1:ld1-1643390182193-1643390187939-0,dimensions,26.4 x 197.3 cm
entity:artifact:1:ld1-1643390182193-1643390187942-0,dimensions,28.2 x 669 cm
entity:artifact:1:ld1-1643390182193-1643390187944-0,dimensions,27.9 x 166 cm
entity:artifact:1:ld1-1643390182193-1643390187946-0,dimensions,23.9 x 237 cm
entity:artifact:1:ld1-1643390182193-1643390187951-0,dimensions,29.6 x 100.2 cm
entity:artifact:1:ld1-1643390182193-1643390187951-1,dimensions,28.6 x 171.8 cm
entity:artifact:1:ld1-1643390182193-1643390187952-0,dimensions,34.6 x 893 cm
entity:artifact:1:ld1-1643390182193-1643390187953-0,dimensions,34.5 x 744 cm
entity:artifact:1:ld1-1643390182193-1643390187954-0,dimensions,35.2 x 328 cm
entity:artifact:1:ld1-1643390182193-1643390187956-0,dimensions,26.2 x 200 cm
entity:artifact:1:ld1-1643390182193-1643390187957-0,dimensions,31.3 x 50 cm
entity:artifact:1:ld1-1643390182193-1643390187959-0,dimensions,29.8 x 229 cm
entity:artifact:1:ld1-1643390182193-1643390187960-0,dimensions,39.1 x 592.5 cm
entity:artifact:1:ld1-1643390182193-1643390187961-0,dimensions,32.4 x 85.9 cm
entity:artifact:1:ld1-1643390182193-1643390187962-0,dimensions,38.8 x 593.8 cm
entity:artifact:1:ld1-1643390182193-1643390187965-0,dimensions,24.3 x 212.4 cm
