from,relation,to
entity:artifact:1:ld1-1643390182193-1643390187802-0,materialBase,bronze | gold
entity:artifact:1:ld1-1643390182193-1643390187803-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187804-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187805-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187805-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187806-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187807-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187808-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187809-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187810-0,materialBase,bronze | gold
entity:artifact:1:ld1-1643390182193-1643390187810-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187811-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187812-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187815-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187816-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187817-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187818-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187821-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390187828-0,materialBase,pigment | silk | ink
entity:artifact:1:ld1-1643390182193-1643390187832-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390187833-0,materialBase,pigment | silk | ink
entity:artifact:1:ld1-1643390182193-1643390187834-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390187835-0,materialBase,pigment | silk | ink
entity:artifact:1:ld1-1643390182193-1643390187835-1,materialBase,pigment | gold | silk | ink
entity:artifact:1:ld1-1643390182193-1643390187836-0,materialBase,silk | ink
entity:artifact:1:ld1-1643390182193-1643390187837-0,materialBase,pigment | silk | ink
entity:artifact:1:ld1-1643390182193-1643390187859-0,materialBase,pigment | silk | ink
entity:artifact:1:ld1-1643390182193-1643390187870-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390187871-0,materialBase,silk | ink
