canonical_id,entity_type,label,norm_label,uri,external_id,source_count
entity:artist:butler,Artist,Butler,butler,https://kg.overseas-chinese-artifacts.local/entity/artist/butler,,3
entity:artist:by,Artist,By,by,https://kg.overseas-chinese-artifacts.local/entity/artist/by,,5
entity:artist:c-d,Artist,C. D.,c d,https://kg.overseas-chinese-artifacts.local/entity/artist/c-d,,3
entity:artist:c-k,Artist,C. K.,c k,https://kg.overseas-chinese-artifacts.local/entity/artist/c-k,,3
entity:artist:c-t,Artist,C. T.,c t,https://kg.overseas-chinese-artifacts.local/entity/artist/c-t,,4
entity:artist:c-t-loo,Artist,C. T. Loo,c t loo,https://kg.overseas-chinese-artifacts.local/entity/artist/c-t-loo,,39
entity:artist:c-t-loo-chinese-art,Artist,C. T. Loo Chinese Art,c t loo chinese art,https://kg.overseas-chinese-artifacts.local/entity/artist/c-t-loo-chinese-art,,3
entity:artist:caro,Artist,Caro,caro,https://kg.overseas-chinese-artifacts.local/entity/artist/caro,,1
entity:artist:cash,Artist,Cash,cash,https://kg.overseas-chinese-artifacts.local/entity/artist/cash,,3
entity:artist:chai,Artist,Chai,chai,https://kg.overseas-chinese-artifacts.local/entity/artist/chai,,3
entity:artist:chambers,Artist,Chambers,chambers,https://kg.overseas-chinese-artifacts.local/entity/artist/chambers,,2
entity:artist:chang-lok,Artist,Chang Lok,chang lok,https://kg.overseas-chinese-artifacts.local/entity/artist/chang-lok,,1
entity:artist:charles,Artist,Charles,charles,https://kg.overseas-chinese-artifacts.local/entity/artist/charles,,2
entity:artist:charles-a,Artist,Charles A.,charles a,https://kg.overseas-chinese-artifacts.local/entity/artist/charles-a,,1
entity:artist:charles-bird,Artist,Charles Bird,charles bird,https://kg.overseas-chinese-artifacts.local/entity/artist/charles-bird,,1
entity:artist:charles-lang,Artist,Charles Lang,charles lang,https://kg.overseas-chinese-artifacts.local/entity/artist/charles-lang,,1355
entity:artist:charles-scribners-sons,Artist,Charles Scribner's Sons,charles scribners sons,https://kg.overseas-chinese-artifacts.local/entity/artist/charles-scribners-sons,,1
entity:artist:chen,Artist,Chen,chen,https://kg.overseas-chinese-artifacts.local/entity/artist/chen,,2
entity:artist:chen-kai,Artist,Chen Kai,chen kai,https://kg.overseas-chinese-artifacts.local/entity/artist/chen-kai,,2
entity:artist:chen-ruwen-chinese,Artist,Chen Ruwen (Chinese),chen ruwen chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/chen-ruwen-chinese,,1
entity:artist:chen-ta-whah,Artist,Chen Ta Whah,chen ta whah,https://kg.overseas-chinese-artifacts.local/entity/artist/chen-ta-whah,,2
entity:artist:cheng,Artist,Cheng,cheng,https://kg.overseas-chinese-artifacts.local/entity/artist/cheng,,3
entity:artist:chi,Artist,Chi,chi,https://kg.overseas-chinese-artifacts.local/entity/artist/chi,,2
entity:artist:chien-mei,Artist,Chien Mei,chien mei,https://kg.overseas-chinese-artifacts.local/entity/artist/chien-mei,,1
entity:artist:ching-i-chiang,Artist,Ching-i Ch'iang,ching-i chiang,https://kg.overseas-chinese-artifacts.local/entity/artist/ching-i-chiang,,9
entity:artist:ching-tong,Artist,Ching Tong,ching tong,https://kg.overseas-chinese-artifacts.local/entity/artist/ching-tong,,4
entity:artist:chor,Artist,Chor,chor,https://kg.overseas-chinese-artifacts.local/entity/artist/chor,,1
entity:artist:chou-nien-tsu,Artist,Chou Nien-tsu,chou nien-tsu,https://kg.overseas-chinese-artifacts.local/entity/artist/chou-nien-tsu,,1
entity:artist:christian-r,Artist,Christian R.,christian r,https://kg.overseas-chinese-artifacts.local/entity/artist/christian-r,,2
entity:artist:chu,Artist,Chu,chu,https://kg.overseas-chinese-artifacts.local/entity/artist/chu,,1
entity:artist:cie,Artist,Cie,cie,https://kg.overseas-chinese-artifacts.local/entity/artist/cie,,1
entity:artist:clayton,Artist,Clayton,clayton,https://kg.overseas-chinese-artifacts.local/entity/artist/clayton,,7
entity:artist:clowes,Artist,Clowes,clowes,https://kg.overseas-chinese-artifacts.local/entity/artist/clowes,,3
entity:artist:co,Artist,Co.,co,https://kg.overseas-chinese-artifacts.local/entity/artist/co,,249
entity:artist:co-oriental-art,Artist,Co. Oriental Art,co oriental art,https://kg.overseas-chinese-artifacts.local/entity/artist/co-oriental-art,,1
entity:artist:coleridge-taylor,Artist,Coleridge-Taylor,coleridge-taylor,https://kg.overseas-chinese-artifacts.local/entity/artist/coleridge-taylor,,1
entity:artist:colman,Artist,Colman,colman,https://kg.overseas-chinese-artifacts.local/entity/artist/colman,,1
entity:artist:company,Artist,Company,company,https://kg.overseas-chinese-artifacts.local/entity/artist/company,,111
entity:artist:cooper-union-art-school,Artist,Cooper Union Art School,cooper union art school,https://kg.overseas-chinese-artifacts.local/entity/artist/cooper-union-art-school,,3
entity:artist:copp-family,Artist,Copp Family,copp family,https://kg.overseas-chinese-artifacts.local/entity/artist/copp-family,,1
entity:artist:cox,Artist,Cox,cox,https://kg.overseas-chinese-artifacts.local/entity/artist/cox,,41
entity:artist:dacheng,Artist,Dacheng,dacheng,https://kg.overseas-chinese-artifacts.local/entity/artist/dacheng,,4
entity:artist:dana,Artist,Dana,dana,https://kg.overseas-chinese-artifacts.local/entity/artist/dana,,1
entity:artist:david,Artist,David,david,https://kg.overseas-chinese-artifacts.local/entity/artist/david,,4
entity:artist:david-weill,Artist,David-Weill,david-weill,https://kg.overseas-chinese-artifacts.local/entity/artist/david-weill,,1
entity:artist:david-weill-family,Artist,David-Weill Family,david-weill family,https://kg.overseas-chinese-artifacts.local/entity/artist/david-weill-family,,1
entity:artist:de-lajo-e,Artist,de LajoÃ¼e,de lajoã¼e,https://kg.overseas-chinese-artifacts.local/entity/artist/de-lajo-e,,1
entity:artist:de-pool,Artist,de Pool,de pool,https://kg.overseas-chinese-artifacts.local/entity/artist/de-pool,,1
entity:artist:denise,Artist,Denise,denise,https://kg.overseas-chinese-artifacts.local/entity/artist/denise,,3
entity:artist:desfoss-et-karth,Artist,DesfossÃ© et Karth,desfossã© et karth,https://kg.overseas-chinese-artifacts.local/entity/artist/desfoss-et-karth,,3
entity:artist:dikran-garabed,Artist,Dikran Garabed,dikran garabed,https://kg.overseas-chinese-artifacts.local/entity/artist/dikran-garabed,,8
entity:artist:donald-shaw,Artist,Donald Shaw,donald shaw,https://kg.overseas-chinese-artifacts.local/entity/artist/donald-shaw,,1
entity:artist:downing,Artist,Downing,downing,https://kg.overseas-chinese-artifacts.local/entity/artist/downing,,3
entity:artist:du,Artist,Du,du,https://kg.overseas-chinese-artifacts.local/entity/artist/du,,1
entity:artist:duanfang,Artist,Duanfang,duanfang,https://kg.overseas-chinese-artifacts.local/entity/artist/duanfang,,24
entity:artist:dugourc,Artist,Dugourc,dugourc,https://kg.overseas-chinese-artifacts.local/entity/artist/dugourc,,1
entity:artist:duveen-brothers,Artist,Duveen Brothers,duveen brothers,https://kg.overseas-chinese-artifacts.local/entity/artist/duveen-brothers,,4
entity:artist:e-c,Artist,E. C.,e c,https://kg.overseas-chinese-artifacts.local/entity/artist/e-c,,1
entity:artist:eadweard,Artist,Eadweard,eadweard,https://kg.overseas-chinese-artifacts.local/entity/artist/eadweard,,1
entity:artist:ec-kellogg,Artist,E.C. Kellogg,ec kellogg,https://kg.overseas-chinese-artifacts.local/entity/artist/ec-kellogg,,1
entity:artist:edmund,Artist,Edmund,edmund,https://kg.overseas-chinese-artifacts.local/entity/artist/edmund,,2
entity:artist:elder,Artist,Elder,elder,https://kg.overseas-chinese-artifacts.local/entity/artist/elder,,3
entity:artist:eleanor-f,Artist,Eleanor F.,eleanor f,https://kg.overseas-chinese-artifacts.local/entity/artist/eleanor-f,,4
entity:artist:elizabeth-meyer,Artist,Elizabeth Meyer,elizabeth meyer,https://kg.overseas-chinese-artifacts.local/entity/artist/elizabeth-meyer,,2
entity:artist:engelbrecht,Artist,Engelbrecht,engelbrecht,https://kg.overseas-chinese-artifacts.local/entity/artist/engelbrecht,,1
entity:artist:epstein,Artist,Epstein,epstein,https://kg.overseas-chinese-artifacts.local/entity/artist/epstein,,2
entity:artist:ernest-francisco,Artist,Ernest Francisco,ernest francisco,https://kg.overseas-chinese-artifacts.local/entity/artist/ernest-francisco,,2
entity:artist:ernest-thompson,Artist,Ernest Thompson,ernest thompson,https://kg.overseas-chinese-artifacts.local/entity/artist/ernest-thompson,,1
entity:artist:eskenazi-ltd,Artist,Eskenazi Ltd.,eskenazi ltd,https://kg.overseas-chinese-artifacts.local/entity/artist/eskenazi-ltd,,1
entity:artist:esnauts,Artist,Esnauts,esnauts,https://kg.overseas-chinese-artifacts.local/entity/artist/esnauts,,1
entity:artist:esther,Artist,Esther,esther,https://kg.overseas-chinese-artifacts.local/entity/artist/esther,,3
entity:artist:etienne-claude,Artist,Etienne Claude,etienne claude,https://kg.overseas-chinese-artifacts.local/entity/artist/etienne-claude,,1
entity:artist:eugene,Artist,Eugene,eugene,https://kg.overseas-chinese-artifacts.local/entity/artist/eugene,,23
entity:artist:eugene-i,Artist,Eugene I.,eugene i,https://kg.overseas-chinese-artifacts.local/entity/artist/eugene-i,,2
entity:artist:f-barbedienne-foundry,Artist,F. Barbedienne Foundry,f barbedienne foundry,https://kg.overseas-chinese-artifacts.local/entity/artist/f-barbedienne-foundry,,1
entity:artist:falk,Artist,Falk,falk,https://kg.overseas-chinese-artifacts.local/entity/artist/falk,,4
entity:artist:fan-lin-樊麟-chinese,Artist,Fan Lin 樊麟 (Chinese),fan lin 樊麟 chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/fan-lin-%E6%A8%8A%E9%BA%9F-chinese,,1
entity:artist:fat,Artist,Fat,fat,https://kg.overseas-chinese-artifacts.local/entity/artist/fat,,1
entity:artist:fenning,Artist,Fenning,fenning,https://kg.overseas-chinese-artifacts.local/entity/artist/fenning,,4
entity:artist:fenollosa,Artist,Fenollosa,fenollosa,https://kg.overseas-chinese-artifacts.local/entity/artist/fenollosa,,2
entity:artist:ferguson,Artist,Ferguson,ferguson,https://kg.overseas-chinese-artifacts.local/entity/artist/ferguson,,3
entity:artist:formerly-attributed-to-qin-yun-chinese,Artist,Formerly attributed to: Qin Yun (Chinese),formerly attributed to qin yun chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/formerly-attributed-to-qin-yun-chinese,,1
entity:artist:formerly-attributed-to-zhao-mengfu-chinese,Artist,Formerly attributed to: Zhao Mengfu (Chinese,formerly attributed to zhao mengfu chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/formerly-attributed-to-zhao-mengfu-chinese,,2
entity:artist:foster,Artist,Foster,foster,https://kg.overseas-chinese-artifacts.local/entity/artist/foster,,3
entity:artist:fourdrinier,Artist,Fourdrinier,fourdrinier,https://kg.overseas-chinese-artifacts.local/entity/artist/fourdrinier,,2
entity:artist:fran-ois,Artist,FranÃ§ois,franã§ois,https://kg.overseas-chinese-artifacts.local/entity/artist/fran-ois,,2
entity:artist:frances,Artist,Frances,frances,https://kg.overseas-chinese-artifacts.local/entity/artist/frances,,3
entity:artist:frank,Artist,Frank,frank,https://kg.overseas-chinese-artifacts.local/entity/artist/frank,,1
entity:artist:frank-caro-chinese-art,Artist,Frank Caro Chinese Art,frank caro chinese art,https://kg.overseas-chinese-artifacts.local/entity/artist/frank-caro-chinese-art,,2
entity:artist:freer,Artist,Freer,freer,https://kg.overseas-chinese-artifacts.local/entity/artist/freer,,1355
entity:artist:french,Artist,French,french,https://kg.overseas-chinese-artifacts.local/entity/artist/french,,3
entity:artist:fue,Artist,Fue,fue,https://kg.overseas-chinese-artifacts.local/entity/artist/fue,,1
entity:artist:fukushima-company,Artist,Fukushima Company,fukushima company,https://kg.overseas-chinese-artifacts.local/entity/artist/fukushima-company,,2
entity:artist:g,Artist,G,g,https://kg.overseas-chinese-artifacts.local/entity/artist/g,,1
entity:artist:gabriel,Artist,Gabriel,gabriel,https://kg.overseas-chinese-artifacts.local/entity/artist/gabriel,,2
entity:artist:ge-chung,Artist,Ge Chung,ge chung,https://kg.overseas-chinese-artifacts.local/entity/artist/ge-chung,,19
entity:artist:ge-shang,Artist,Ge Shang,ge shang,https://kg.overseas-chinese-artifacts.local/entity/artist/ge-shang,,29
entity:artist:george-augustus,Artist,George Augustus,george augustus,https://kg.overseas-chinese-artifacts.local/entity/artist/george-augustus,,2
entity:artist:gie,Artist,Gie,gie,https://kg.overseas-chinese-artifacts.local/entity/artist/gie,,1
entity:artist:gillot,Artist,Gillot,gillot,https://kg.overseas-chinese-artifacts.local/entity/artist/gillot,,1
entity:artist:golden,Artist,Golden,golden,https://kg.overseas-chinese-artifacts.local/entity/artist/golden,,1
entity:artist:graham,Artist,Graham,graham,https://kg.overseas-chinese-artifacts.local/entity/artist/graham,,8
entity:artist:gu-itsu,Artist,Gu-itsu,gu-itsu,https://kg.overseas-chinese-artifacts.local/entity/artist/gu-itsu,,1
entity:artist:gu-jiyu-顧季玉,Artist,Gu Jiyu 顧季玉,gu jiyu 顧季玉,https://kg.overseas-chinese-artifacts.local/entity/artist/gu-jiyu-%E9%A1%A7%E5%AD%A3%E7%8E%89,,1
entity:artist:gu-sai,Artist,Gu-sai,gu-sai,https://kg.overseas-chinese-artifacts.local/entity/artist/gu-sai,,1
entity:artist:h-r,Artist,H. R.,h r,https://kg.overseas-chinese-artifacts.local/entity/artist/h-r,,1
entity:artist:hall,Artist,Hall,hall,https://kg.overseas-chinese-artifacts.local/entity/artist/hall,,1
entity:artist:hammer-films,Artist,Hammer Films,hammer films,https://kg.overseas-chinese-artifacts.local/entity/artist/hammer-films,,1
entity:artist:han-so,Artist,Han So,han so,https://kg.overseas-chinese-artifacts.local/entity/artist/han-so,,1
entity:artist:hans-georg,Artist,Hans Georg,hans georg,https://kg.overseas-chinese-artifacts.local/entity/artist/hans-georg,,1
entity:artist:hara,Artist,Hara,hara,https://kg.overseas-chinese-artifacts.local/entity/artist/hara,,1
entity:artist:harper,Artist,Harper,harper,https://kg.overseas-chinese-artifacts.local/entity/artist/harper,,1
entity:artist:hayashi,Artist,Hayashi,hayashi,https://kg.overseas-chinese-artifacts.local/entity/artist/hayashi,,2
entity:artist:hazel,Artist,Hazel,hazel,https://kg.overseas-chinese-artifacts.local/entity/artist/hazel,,7
entity:artist:headland,Artist,Headland,headland,https://kg.overseas-chinese-artifacts.local/entity/artist/headland,,1
entity:artist:helen-marion,Artist,Helen Marion,helen marion,https://kg.overseas-chinese-artifacts.local/entity/artist/helen-marion,,2
entity:artist:henry,Artist,Henry,henry,https://kg.overseas-chinese-artifacts.local/entity/artist/henry,,1
entity:artist:holmes,Artist,Holmes,holmes,https://kg.overseas-chinese-artifacts.local/entity/artist/holmes,,2
entity:artist:holmes-foundation,Artist,Holmes Foundation,holmes foundation,https://kg.overseas-chinese-artifacts.local/entity/artist/holmes-foundation,,1
entity:artist:hongli,Artist,Hongli,hongli,https://kg.overseas-chinese-artifacts.local/entity/artist/hongli,,2
entity:artist:horace-thayer,Artist,Horace Thayer,horace thayer,https://kg.overseas-chinese-artifacts.local/entity/artist/horace-thayer,,1
entity:artist:hsu-sen-yu,Artist,Hsu-Sen-yu,hsu-sen-yu,https://kg.overseas-chinese-artifacts.local/entity/artist/hsu-sen-yu,,1
entity:artist:huquier,Artist,Huquier,huquier,https://kg.overseas-chinese-artifacts.local/entity/artist/huquier,,2
entity:artist:i-t-bowens-lithographic-establishment,Artist,I. T. Bowen's Lithographic Establishment,i t bowens lithographic establishment,https://kg.overseas-chinese-artifacts.local/entity/artist/i-t-bowens-lithographic-establishment,,1
entity:artist:in-the-style-of-giuseppe-castiglione-lang-shining-郞世寧,Artist,In the style of Giuseppe Castiglione (Lang Shining 郞世寧),in the style of giuseppe castiglione lang shining 郞世寧,https://kg.overseas-chinese-artifacts.local/entity/artist/in-the-style-of-giuseppe-castiglione-lang-shining-%E9%83%9E%E4%B8%96%E5%AF%A7,,1
entity:artist:isaac-taylor,Artist,Isaac Taylor,isaac taylor,https://kg.overseas-chinese-artifacts.local/entity/artist/isaac-taylor,,1
entity:artist:j-j-lally,Artist,J. J. Lally,j j lally,https://kg.overseas-chinese-artifacts.local/entity/artist/j-j-lally,,1
entity:artist:j-rg,Artist,JÃ¶rg,jã¶rg,https://kg.overseas-chinese-artifacts.local/entity/artist/j-rg,,1
entity:artist:j-t-tai,Artist,J. T. Tai,j t tai,https://kg.overseas-chinese-artifacts.local/entity/artist/j-t-tai,,1
entity:artist:jacques,Artist,Jacques,jacques,https://kg.overseas-chinese-artifacts.local/entity/artist/jacques,,1
entity:artist:jay,Artist,Jay,jay,https://kg.overseas-chinese-artifacts.local/entity/artist/jay,,3
entity:artist:jean-d-mosth-ne,Artist,Jean DÃ©mosthÃ¨ne,jean dã©mosthã¨ne,https://kg.overseas-chinese-artifacts.local/entity/artist/jean-d-mosth-ne,,1
entity:artist:jean-jacques,Artist,Jean-Jacques,jean-jacques,https://kg.overseas-chinese-artifacts.local/entity/artist/jean-jacques,,1
entity:artist:jen,Artist,Jen,jen,https://kg.overseas-chinese-artifacts.local/entity/artist/jen,,1
entity:artist:jiantang,Artist,Jiantang,jiantang,https://kg.overseas-chinese-artifacts.local/entity/artist/jiantang,,95
entity:artist:jin-wenjin-金文璡,Artist,Jin Wenjin 金文璡,jin wenjin 金文璡,https://kg.overseas-chinese-artifacts.local/entity/artist/jin-wenjin-%E9%87%91%E6%96%87%E7%92%A1,,1
entity:artist:jingxian,Artist,Jingxian,jingxian,https://kg.overseas-chinese-artifacts.local/entity/artist/jingxian,,3
entity:artist:john,Artist,John,john,https://kg.overseas-chinese-artifacts.local/entity/artist/john,,4
